row_index,WGEN.TotPwr.InstMag.i_h
302,22875268.0
303,22875268.0
304,22875270.0
305,22875270.0
306,22875272.0
307,22875272.0
308,22875272.0
309,22875272.0
310,22875274.0
311,22875274.0
312,22875276.0
313,22875276.0
314,22875276.0
315,22875276.0
316,22875278.0
317,22875280.0
318,22875280.0
319,22875280.0
320,22875280.0
321,22875282.0
322,22875282.0
323,22875284.0
324,22875284.0
325,22875284.0
326,22875284.0
327,22875286.0
328,22875288.0
329,22875288.0
330,22875288.0
331,22875288.0
332,22875288.0
333,22875290.0
334,22875292.0
335,22875292.0
336,22875292.0
337,22875292.0
338,22875292.0
339,22875294.0
340,22875294.0
341,22875296.0
342,22875296.0
343,22875296.0
344,22875296.0
345,22875298.0
346,22875298.0
347,22875300.0
348,22875300.0
349,22875300.0
350,22875300.0
351,22875300.0
352,22875302.0
353,22875302.0
354,22875304.0
355,22875304.0
356,22875304.0
357,22875304.0
358,22875304.0
359,22875306.0
360,22875306.0
361,22875308.0
362,22875308.0
363,22875308.0
364,22875308.0
365,22875308.0
366,22875308.0
367,22875310.0
368,22875310.0
369,22875312.0
370,22875312.0
371,22875312.0
372,22875312.0
373,22875312.0
374,22875314.0
375,22875314.0
376,22875316.0
377,22875316.0
378,22875316.0
379,22875316.0
380,22875316.0
381,22875316.0
382,22875318.0
383,22875318.0
384,22875320.0
385,22875320.0
386,22875320.0
387,22875320.0
388,22875320.0
389,22875320.0
390,22875320.0
391,22875322.0
392,22875322.0
393,22875324.0
394,22875324.0
395,22875324.0
396,22875324.0
397,22875324.0
398,22875324.0
399,22875324.0
400,22875326.0
401,22875326.0
402,22875328.0
403,22875328.0
404,22875328.0
405,22875328.0
406,22875328.0
407,22875328.0
408,22875328.0
409,22875328.0
410,22875330.0
411,22875330.0
412,22875332.0
413,22875332.0
414,22875332.0
415,22875332.0
416,22875332.0
417,22875332.0
418,22875332.0
419,22875334.0
420,22875334.0
421,22875334.0
422,22875336.0
423,22875336.0
424,22875336.0
425,22875336.0
426,22875336.0
427,22875336.0
428,22875338.0
429,22875338.0
430,22875340.0
431,22875340.0
432,22875340.0
433,22875340.0
434,22875340.0
435,22875340.0
436,22875342.0
437,22875342.0
438,22875344.0
439,22875344.0
440,22875344.0
441,22875344.0
442,22875344.0
443,22875344.0
444,22875344.0
445,22875346.0
446,22875346.0
447,22875348.0
448,22875348.0
449,22875348.0
450,22875348.0
451,22875348.0
452,22875348.0
453,22875348.0
454,22875350.0
455,22875350.0
456,22875352.0
457,22875352.0
458,22875352.0
459,22875352.0
460,22875352.0
461,22875352.0
462,22875352.0
463,22875354.0
464,22875354.0
465,22875356.0
466,22875356.0
467,22875356.0
468,22875356.0
469,22875356.0
470,22875358.0
471,22875358.0
472,22875360.0
473,22875360.0
474,22875360.0
475,22875360.0
476,22875360.0
477,22875360.0
478,22875362.0
479,22875364.0
480,22875364.0
481,22875364.0
482,22875364.0
483,22875364.0
484,22875364.0
485,22875366.0
486,22875366.0
487,22875368.0
488,22875368.0
489,22875368.0
490,22875368.0
491,22875368.0
492,22875368.0
493,22875370.0
494,22875370.0
495,22875372.0
496,22875372.0
497,22875372.0
498,22875372.0
499,22875372.0
500,22875372.0
501,22875374.0
502,22875374.0
503,22875376.0
504,22875376.0
505,22875376.0
506,22875376.0
507,22875376.0
508,22875376.0
509,22875376.0
510,22875378.0
511,22875378.0
512,22875380.0
513,22875380.0
514,22875380.0
515,22875380.0
516,22875380.0
517,22875380.0
518,22875382.0
519,22875382.0
520,22875384.0
521,22875384.0
522,22875384.0
523,22875384.0
524,22875384.0
525,22875386.0
526,22875386.0
527,22875388.0
528,22875388.0
529,22875388.0
530,22875388.0
531,22875388.0
532,22875390.0
533,22875390.0
534,22875392.0
535,22875392.0
536,22875392.0
537,22875392.0
538,22875392.0
539,22875392.0
540,22875394.0
541,22875396.0
542,22875396.0
543,22875396.0
544,22875396.0
545,22875396.0
546,22875396.0
547,22875398.0
548,22875398.0
549,22875400.0
550,22875400.0
551,22875400.0
552,22875400.0
553,22875402.0
554,22875402.0
555,22875404.0
556,22875404.0
557,22875404.0
558,22875404.0
559,22875406.0
560,22875406.0
561,22875408.0
562,22875408.0
563,22875408.0
564,22875408.0
565,22875410.0
566,22875412.0
567,22875412.0
568,22875412.0
569,22875412.0
570,22875414.0
571,22875416.0
572,22875416.0
573,22875416.0
574,22875416.0
575,22875418.0
576,22875418.0
577,22875420.0
578,22875420.0
579,22875420.0
580,22875420.0
581,22875422.0
582,22875424.0
583,22875424.0
584,22875424.0
585,22875424.0
586,22875426.0
587,22875428.0
588,22875428.0
589,22875428.0
590,22875428.0
591,22875428.0
592,22875430.0
593,22875432.0
594,22875432.0
595,22875432.0
596,22875432.0
597,22875434.0
598,22875436.0
599,22875436.0
600,22875436.0
601,22875438.0
602,22875438.0
603,22875440.0
604,22875440.0
605,22875440.0
606,22875442.0
607,22875442.0
608,22875444.0
609,22875444.0
610,22875444.0
611,22875446.0
612,22875446.0
613,22875448.0
614,22875448.0
615,22875448.0
616,22875450.0
617,22875450.0
618,22875452.0
619,22875452.0
620,22875452.0
621,22875454.0
622,22875454.0
623,22875456.0
624,22875456.0
625,22875456.0
626,22875456.0
627,22875458.0
628,22875460.0
629,22875460.0
630,22875460.0
631,22875460.0
632,22875462.0
633,22875464.0
634,22875464.0
635,22875464.0
636,22875464.0
637,22875466.0
638,22875466.0
639,22875468.0
640,22875468.0
641,22875468.0
642,22875468.0
643,22875470.0
644,22875472.0
645,22875472.0
646,22875472.0
647,22875472.0
648,22875474.0
649,22875474.0
650,22875476.0
651,22875476.0
652,22875476.0
653,22875476.0
654,22875478.0
655,22875478.0
656,22875480.0
657,22875480.0
658,22875480.0
659,22875480.0
660,22875482.0
661,22875482.0
662,22875484.0
663,22875484.0
664,22875484.0
665,22875484.0
666,22875486.0
667,22875486.0
668,22875488.0
669,22875488.0
670,22875488.0
671,22875488.0
672,22875488.0
673,22875490.0
674,22875490.0
675,22875492.0
676,22875492.0
677,22875492.0
678,22875492.0
679,22875494.0
680,22875496.0
681,22875496.0
682,22875496.0
683,22875496.0
684,22875496.0
685,22875498.0
686,22875498.0
687,22875500.0
688,22875500.0
689,22875500.0
690,22875500.0
691,22875502.0
692,22875504.0
693,22875504.0
694,22875504.0
695,22875504.0
696,22875506.0
697,22875508.0
698,22875508.0
699,22875508.0
700,22875508.0
701,22875510.0
702,22875512.0
703,22875512.0
704,22875512.0
705,22875514.0
706,22875514.0
707,22875516.0
708,22875516.0
709,22875516.0
710,22875518.0
711,22875520.0
712,22875520.0
713,22875520.0
714,22875520.0
715,22875522.0
716,22875524.0
717,22875524.0
718,22875524.0
719,22875524.0
720,22875526.0
721,22875528.0
722,22875528.0
723,22875528.0
724,22875528.0
725,22875530.0
726,22875532.0
727,22875532.0
728,22875532.0
729,22875534.0
730,22875534.0
731,22875536.0
732,22875536.0
733,22875536.0
734,22875538.0
735,22875538.0
736,22875540.0
737,22875540.0
738,22875540.0
739,22875542.0
740,22875544.0
741,22875544.0
742,22875544.0
743,22875544.0
744,22875546.0
745,22875548.0
746,22875548.0
747,22875548.0
748,22875548.0
749,22875550.0
750,22875552.0
751,22875552.0
752,22875552.0
753,22875552.0
754,22875554.0
755,22875554.0
756,22875556.0
757,22875556.0
758,22875556.0
759,22875556.0
760,22875558.0
761,22875558.0
762,22875560.0
763,22875560.0
764,22875560.0
765,22875560.0
766,22875562.0
767,22875564.0
768,22875564.0
769,22875564.0
770,22875564.0
771,22875566.0
772,22875566.0
773,22875568.0
774,22875568.0
775,22875568.0
776,22875568.0
777,22875570.0
778,22875572.0
779,22875572.0
780,22875572.0
781,22875572.0
782,22875574.0
783,22875576.0
784,22875576.0
785,22875576.0
786,22875576.0
787,22875578.0
788,22875580.0
789,22875580.0
790,22875580.0
791,22875580.0
792,22875582.0
793,22875584.0
794,22875584.0
795,22875584.0
796,22875586.0
797,22875586.0
798,22875588.0
799,22875588.0
800,22875588.0
801,22875590.0
802,22875592.0
803,22875592.0
804,22875592.0
805,22875592.0
806,22875594.0
807,22875596.0
808,22875596.0
809,22875596.0
810,22875598.0
811,22875598.0
812,22875600.0
813,22875600.0
814,22875600.0
815,22875602.0
816,22875602.0
817,22875604.0
818,22875604.0
819,22875604.0
820,22875606.0
821,22875608.0
822,22875608.0
823,22875608.0
824,22875608.0
825,22875610.0
826,22875612.0
827,22875612.0
828,22875612.0
829,22875612.0
830,22875614.0
831,22875616.0
832,22875616.0
833,22875616.0
834,22875616.0
835,22875618.0
836,22875620.0
837,22875620.0
838,22875620.0
839,22875620.0
840,22875620.0
841,22875622.0
842,22875622.0
843,22875624.0
844,22875624.0
845,22875624.0
846,22875624.0
847,22875626.0
848,22875628.0
849,22875628.0
850,22875628.0
851,22875628.0
852,22875628.0
853,22875630.0
854,22875632.0
855,22875632.0
856,22875632.0
857,22875632.0
858,22875632.0
859,22875634.0
860,22875634.0
861,22875636.0
862,22875636.0
863,22875636.0
864,22875636.0
865,22875638.0
866,22875638.0
867,22875640.0
868,22875640.0
869,22875640.0
870,22875640.0
871,22875642.0
872,22875644.0
873,22875644.0
874,22875644.0
875,22875644.0
876,22875644.0
877,22875646.0
878,22875648.0
879,22875648.0
880,22875648.0
881,22875648.0
882,22875648.0
883,22875650.0
884,22875652.0
885,22875652.0
886,22875652.0
887,22875652.0
888,22875652.0
889,22875654.0
890,22875656.0
891,22875656.0
892,22875656.0
893,22875656.0
894,22875658.0
895,22875658.0
896,22875660.0
897,22875660.0
898,22875660.0
899,22875660.0
900,22875662.0
901,22875664.0
902,22875664.0
903,22875664.0
904,22875664.0
905,22875666.0
906,22875666.0
907,22875668.0
908,22875668.0
909,22875668.0
910,22875668.0
911,22875670.0
912,22875672.0
913,22875672.0
914,22875672.0
915,22875672.0
916,22875674.0
917,22875676.0
918,22875676.0
919,22875676.0
920,22875676.0
921,22875678.0
922,22875680.0
923,22875680.0
924,22875680.0
925,22875680.0
926,22875682.0
927,22875682.0
928,22875684.0
929,22875684.0
930,22875684.0
931,22875684.0
932,22875686.0
933,22875688.0
934,22875688.0
935,22875688.0
936,22875688.0
937,22875690.0
938,22875692.0
939,22875692.0
940,22875692.0
941,22875692.0
942,22875694.0
943,22875694.0
944,22875696.0
945,22875696.0
946,22875696.0
947,22875696.0
948,22875698.0
949,22875700.0
950,22875700.0
951,22875700.0
952,22875700.0
953,22875702.0
954,22875704.0
955,22875704.0
956,22875704.0
957,22875704.0
958,22875706.0
959,22875706.0
960,22875708.0
961,22875708.0
962,22875708.0
963,22875708.0
964,22875710.0
965,22875712.0
966,22875712.0
967,22875712.0
968,22875712.0
969,22875712.0
970,22875714.0
971,22875716.0
972,22875716.0
973,22875716.0
974,22875716.0
975,22875716.0
976,22875718.0
977,22875720.0
978,22875720.0
979,22875720.0
980,22875720.0
981,22875720.0
982,22875722.0
983,22875724.0
984,22875724.0
985,22875724.0
986,22875724.0
987,22875724.0
988,22875726.0
989,22875728.0
990,22875728.0
991,22875728.0
992,22875728.0
993,22875728.0
994,22875730.0
995,22875732.0
996,22875732.0
997,22875732.0
998,22875732.0
999,22875732.0
1000,22875732.0
1001,22875734.0
1002,22875736.0
1003,22875736.0
1004,22875736.0
1005,22875736.0
1006,22875736.0
1007,22875738.0
1008,22875738.0
1009,22875740.0
1010,22875740.0
1011,22875740.0
1012,22875740.0
1013,22875742.0
1014,22875742.0
1015,22875744.0
1016,22875744.0
1017,22875744.0
1018,22875744.0
1019,22875746.0
1020,22875748.0
1021,22875748.0
1022,22875748.0
1023,22875748.0
1024,22875750.0
1025,22875750.0
1026,22875752.0
1027,22875752.0
1028,22875752.0
1029,22875754.0
1030,22875754.0
1031,22875756.0
1032,22875756.0
1033,22875756.0
1034,22875758.0
1035,22875758.0
1036,22875760.0
1037,22875760.0
1038,22875760.0
1039,22875762.0
1040,22875762.0
1041,22875764.0
1042,22875764.0
1043,22875764.0
1044,22875766.0
1045,22875766.0
1046,22875768.0
1047,22875768.0
1048,22875768.0
1049,22875768.0
1050,22875770.0
1051,22875772.0
1052,22875772.0
1053,22875772.0
1054,22875772.0
1055,22875774.0
1056,22875774.0
1057,22875776.0
1058,22875776.0
1059,22875776.0
1060,22875776.0
1061,22875778.0
1062,22875780.0
1063,22875780.0
1064,22875780.0
1065,22875780.0
1066,22875782.0
1067,22875782.0
1068,22875784.0
1069,22875784.0
1070,22875784.0
1071,22875784.0
1072,22875784.0
1073,22875786.0
1074,22875788.0
1075,22875788.0
1076,22875788.0
1077,22875788.0
1078,22875788.0
1079,22875790.0
1080,22875790.0
1081,22875792.0
1082,22875792.0
1083,22875792.0
1084,22875792.0
1085,22875794.0
1086,22875794.0
1087,22875796.0
1088,22875796.0
1089,22875796.0
1090,22875796.0
1091,22875798.0
1092,22875798.0
1093,22875798.0
1094,22875800.0
1095,22875800.0
1096,22875800.0
1097,22875800.0
1098,22875802.0
1099,22875804.0
1100,22875804.0
1101,22875804.0
1102,22875804.0
1103,22875806.0
1104,22875808.0
1105,22875808.0
1106,22875808.0
1107,22875808.0
1108,22875810.0
1109,22875810.0
1110,22875812.0
1111,22875812.0
1112,22875812.0
1113,22875814.0
1114,22875814.0
1115,22875816.0
1116,22875816.0
1117,22875816.0
1118,22875816.0
1119,22875818.0
1120,22875820.0
1121,22875820.0
1122,22875820.0
1123,22875820.0
1124,22875822.0
1125,22875824.0
1126,22875824.0
1127,22875824.0
1128,22875824.0
1129,22875826.0
1130,22875826.0
1131,22875828.0
1132,22875828.0
1133,22875828.0
1134,22875828.0
1135,22875830.0
1136,22875830.0
1137,22875832.0
1138,22875832.0
1139,22875832.0
1140,22875832.0
1141,22875834.0
1142,22875834.0
1143,22875836.0
1144,22875836.0
1145,22875836.0
1146,22875836.0
1147,22875838.0
1148,22875838.0
1149,22875840.0
1150,22875840.0
1151,22875840.0
1152,22875840.0
1153,22875842.0
1154,22875842.0
1155,22875844.0
1156,22875844.0
1157,22875844.0
1158,22875844.0
1159,22875846.0
1160,22875846.0
1161,22875848.0
1162,22875848.0
1163,22875848.0
1164,22875848.0
1165,22875850.0
1166,22875852.0
1167,22875852.0
1168,22875852.0
1169,22875852.0
1170,22875854.0
1171,22875854.0
1172,22875856.0
1173,22875856.0
1174,22875856.0
1175,22875856.0
1176,22875858.0
1177,22875858.0
1178,22875860.0
1179,22875860.0
1180,22875860.0
1181,22875860.0
1182,22875860.0
1183,22875862.0
1184,22875864.0
1185,22875864.0
1186,22875864.0
1187,22875864.0
1188,22875866.0
1189,22875866.0
1190,22875868.0
1191,22875868.0
1192,22875868.0
1193,22875868.0
1194,22875870.0
1195,22875870.0
1196,22875872.0
1197,22875872.0
1198,22875872.0
1199,22875872.0
1200,22875874.0
1201,22875874.0
1202,22875876.0
1203,22875876.0
1204,22875876.0
1205,22875876.0
1206,22875876.0
1207,22875878.0
1208,22875878.0
1209,22875880.0
1210,22875880.0
1211,22875880.0
1212,22875880.0
1213,22875880.0
1214,22875882.0
1215,22875884.0
1216,22875884.0
1217,22875884.0
1218,22875884.0
1219,22875884.0
1220,22875886.0
1221,22875888.0
1222,22875888.0
1223,22875888.0
1224,22875888.0
1225,22875890.0
1226,22875890.0
1227,22875892.0
1228,22875892.0
1229,22875892.0
1230,22875892.0
1231,22875894.0
1232,22875896.0
1233,22875896.0
1234,22875896.0
1235,22875896.0
1236,22875898.0
1237,22875898.0
1238,22875900.0
1239,22875900.0
1240,22875900.0
1241,22875900.0
1242,22875902.0
1243,22875904.0
1244,22875904.0
1245,22875904.0
1246,22875904.0
1247,22875906.0
1248,22875906.0
1249,22875908.0
1250,22875908.0
1251,22875908.0
1252,22875908.0
1253,22875910.0
1254,22875912.0
1255,22875912.0
1256,22875912.0
1257,22875912.0
1258,22875912.0
1259,22875914.0
1260,22875916.0
1261,22875916.0
1262,22875916.0
1263,22875916.0
1264,22875916.0
1265,22875918.0
1266,22875918.0
1267,22875920.0
1268,22875920.0
1269,22875920.0
1270,22875920.0
1271,22875922.0
1272,22875924.0
1273,22875924.0
1274,22875924.0
1275,22875924.0
1276,22875926.0
1277,22875926.0
1278,22875928.0
1279,22875928.0
1280,22875928.0
1281,22875928.0
1282,22875930.0
1283,22875930.0
1284,22875932.0
1285,22875932.0
1286,22875932.0
1287,22875932.0
1288,22875934.0
1289,22875934.0
1290,22875936.0
1291,22875936.0
1292,22875936.0
1293,22875936.0
1294,22875938.0
1295,22875940.0
1296,22875940.0
1297,22875940.0
1298,22875940.0
1299,22875942.0
1300,22875944.0
1301,22875944.0
1302,22875944.0
1303,22875944.0
1304,22875944.0
1305,22875946.0
1306,22875946.0
1307,22875948.0
1308,22875948.0
1309,22875948.0
1310,22875948.0
1311,22875950.0
1312,22875950.0
1313,22875952.0
1314,22875952.0
1315,22875952.0
1316,22875952.0
1317,22875952.0
1318,22875954.0
1319,22875956.0
1320,22875956.0
1321,22875956.0
1322,22875956.0
1323,22875956.0
1324,22875958.0
1325,22875958.0
1326,22875960.0
1327,22875960.0
1328,22875960.0
1329,22875960.0
1330,22875960.0
1331,22875962.0
1332,22875962.0
1333,22875964.0
1334,22875964.0
1335,22875964.0
1336,22875964.0
1337,22875964.0
1338,22875966.0
1339,22875966.0
1340,22875968.0
1341,22875968.0
1342,22875968.0
1343,22875968.0
1344,22875968.0
1345,22875968.0
1346,22875970.0
1347,22875970.0
1348,22875972.0
1349,22875972.0
1350,22875972.0
1351,22875972.0
1352,22875972.0
1353,22875972.0
1354,22875974.0
1355,22875974.0
1356,22875976.0
1357,22875976.0
1358,22875976.0
1359,22875976.0
1360,22875976.0
1361,22875976.0
1362,22875978.0
1363,22875978.0
1364,22875980.0
1365,22875980.0
1366,22875980.0
1367,22875980.0
1368,22875980.0
1369,22875980.0
1370,22875980.0
1371,22875982.0
1372,22875982.0
1373,22875984.0
1374,22875984.0
1375,22875984.0
1376,22875984.0
1377,22875984.0
1378,22875984.0
1379,22875986.0
1380,22875986.0
1381,22875986.0
1382,22875988.0
1383,22875988.0
1384,22875988.0
1385,22875988.0
1386,22875988.0
1387,22875988.0
1388,22875990.0
1389,22875990.0
1390,22875992.0
1391,22875992.0
1392,22875992.0
1393,22875992.0
1394,22875992.0
1395,22875992.0
1396,22875992.0
1397,22875994.0
1398,22875994.0
1399,22875996.0
1400,22875996.0
1401,22875996.0
1402,22875996.0
1403,22875996.0
1404,22875996.0
1405,22875998.0
1406,22875998.0
1407,22876000.0
1408,22876000.0
1409,22876000.0
1410,22876000.0
1411,22876000.0
1412,22876002.0
1413,22876002.0
1414,22876004.0
1415,22876004.0
1416,22876004.0
1417,22876004.0
1418,22876004.0
1419,22876004.0
1420,22876006.0
1421,22876006.0
1422,22876008.0
1423,22876008.0
1424,22876008.0
1425,22876008.0
1426,22876008.0
1427,22876010.0
1428,22876010.0
1429,22876010.0
1430,22876012.0
1431,22876012.0
1432,22876012.0
1433,22876012.0
1434,22876012.0
1435,22876014.0
1436,22876014.0
1437,22876014.0
1438,22876016.0
1439,22876016.0
1440,22876016.0
1441,22876016.0
1442,22876016.0
1443,22876018.0
1444,22876018.0
1445,22876020.0
1446,22876020.0
1447,22876020.0
1448,22876020.0
1449,22876020.0
1450,22876020.0
1451,22876022.0
1452,22876022.0
1453,22876024.0
1454,22876024.0
1455,22876024.0
1456,22876024.0
1457,22876024.0
1458,22876026.0
1459,22876026.0
1460,22876028.0
1461,22876028.0
1462,22876028.0
1463,22876028.0
1464,22876028.0
1465,22876030.0
1466,22876030.0
1467,22876032.0
1468,22876032.0
1469,22876032.0
1470,22876032.0
1471,22876032.0
1472,22876034.0
1473,22876034.0
1474,22876036.0
1475,22876036.0
1476,22876036.0
1477,22876036.0
1478,22876036.0
1479,22876038.0
1480,22876038.0
1481,22876040.0
1482,22876040.0
1483,22876040.0
1484,22876040.0
1485,22876040.0
1486,22876040.0
1487,22876042.0
1488,22876042.0
1489,22876044.0
1490,22876044.0
1491,22876044.0
1492,22876044.0
1493,22876044.0
1494,22876046.0
1495,22876046.0
1496,22876048.0
1497,22876048.0
1498,22876048.0
1499,22876048.0
1500,22876048.0
1501,22876048.0
1502,22876050.0
1503,22876050.0
1504,22876052.0
1505,22876052.0
1506,22876052.0
1507,22876052.0
1508,22876052.0
1509,22876054.0
1510,22876056.0
1511,22876056.0
1512,22876056.0
1513,22876056.0
1514,22876056.0
1515,22876056.0
1516,22876056.0
1517,22876058.0
1518,22876060.0
1519,22876060.0
1520,22876060.0
1521,22876060.0
1522,22876060.0
1523,22876062.0
1524,22876062.0
1525,22876064.0
1526,22876064.0
1527,22876064.0
1528,22876064.0
1529,22876064.0
1530,22876064.0
1531,22876066.0
1532,22876068.0
1533,22876068.0
1534,22876068.0
1535,22876068.0
1536,22876068.0
1537,22876068.0
1538,22876070.0
1539,22876070.0
1540,22876072.0
1541,22876072.0
1542,22876072.0
1543,22876072.0
1544,22876072.0
1545,22876074.0
1546,22876074.0
1547,22876076.0
1548,22876076.0
1549,22876076.0
1550,22876076.0
1551,22876076.0
1552,22876078.0
1553,22876080.0
1554,22876080.0
1555,22876080.0
1556,22876080.0
1557,22876080.0
1558,22876080.0
1559,22876082.0
1560,22876082.0
1561,22876084.0
1562,22876084.0
1563,22876084.0
1564,22876084.0
1565,22876084.0
1566,22876084.0
1567,22876084.0
1568,22876086.0
1569,22876086.0
1570,22876088.0
1571,22876088.0
1572,22876088.0
1573,22876088.0
1574,22876088.0
1575,22876088.0
1576,22876090.0
1577,22876090.0
1578,22876092.0
1579,22876092.0
1580,22876092.0
1581,22876092.0
1582,22876092.0
1583,22876092.0
1584,22876094.0
1585,22876094.0
1586,22876096.0
1587,22876096.0
1588,22876096.0
1589,22876096.0
1590,22876096.0
1591,22876096.0
1592,22876098.0
1593,22876098.0
1594,22876100.0
1595,22876100.0
1596,22876100.0
1597,22876100.0
1598,22876100.0
1599,22876100.0
1600,22876102.0
1601,22876102.0
1602,22876104.0
1603,22876104.0
1604,22876104.0
1605,22876104.0
1606,22876104.0
1607,22876104.0
1608,22876106.0
1609,22876108.0
1610,22876108.0
1611,22876108.0
1612,22876108.0
1613,22876108.0
1614,22876108.0
1615,22876110.0
1616,22876110.0
1617,22876112.0
1618,22876112.0
1619,22876112.0
1620,22876112.0
1621,22876112.0
1622,22876114.0
1623,22876114.0
1624,22876116.0
1625,22876116.0
1626,22876116.0
1627,22876116.0
1628,22876116.0
1629,22876116.0
1630,22876116.0
1631,22876118.0
1632,22876118.0
1633,22876120.0
1634,22876120.0
1635,22876120.0
1636,22876120.0
1637,22876120.0
1638,22876120.0
1639,22876120.0
1640,22876122.0
1641,22876122.0
1642,22876124.0
1643,22876124.0
1644,22876124.0
1645,22876124.0
1646,22876124.0
1647,22876124.0
1648,22876124.0
1649,22876124.0
1650,22876126.0
1651,22876126.0
1652,22876128.0
1653,22876128.0
1654,22876128.0
1655,22876128.0
1656,22876128.0
1657,22876128.0
1658,22876128.0
1659,22876128.0
1660,22876130.0
1661,22876130.0
