row_index,WTUR.converterMainBreakerCount
1148,976501400.0000001
1149,976501400.0000001
1150,976501400.0000001
1151,976501400.0000001
1152,976501400.0000001
1153,976501400.0000001
1154,976501400.0000001
1155,976501400.0000001
1156,976501400.0000001
1157,976501400.0000001
1158,976501400.0000001
1159,976501400.0000001
1160,976501400.0000001
1161,976501400.0000001
1162,976501400.0000001
1163,976501400.0000001
1164,976501400.0000001
1165,976501400.0000001
1166,976501400.0000001
1167,976501400.0000001
1168,976501400.0000001
1169,976501400.0000001
1170,976501400.0000001
1171,976501400.0000001
1172,976501400.0000001
1173,976501400.0000001
1174,976501400.0000001
1175,976501400.0000001
1176,976501400.0000001
1177,976501400.0000001
1178,976501400.0000001
1179,976501400.0000001
1180,976501400.0000001
1181,976501400.0000001
1182,976501400.0000001
1183,976501400.0000001
1184,976501400.0000001
1185,976501400.0000001
1186,976501400.0000001
1187,976501400.0000001
1188,976501400.0000001
1189,976501400.0000001
1190,976501400.0000001
1191,976501400.0000001
1192,976501400.0000001
1193,976501400.0000001
1194,976501400.0000001
1195,976501400.0000001
1196,976501400.0000001
1197,976501400.0000001
1198,976501400.0000001
1199,976501400.0000001
1200,976501400.0000001
1201,976501400.0000001
1202,976501400.0000001
1203,976501400.0000001
1204,976501400.0000001
1205,976501400.0000001
1206,976501400.0000001
1207,976501400.0000001
1208,976501400.0000001
1209,976501400.0000001
1210,976501400.0000001
1211,976501400.0000001
1212,976501400.0000001
1213,976501400.0000001
1214,976501400.0000001
1215,976501400.0000001
1216,976501400.0000001
1217,976501400.0000001
1218,976501400.0000001
1219,976501400.0000001
1220,976501400.0000001
1221,976501400.0000001
1222,976501400.0000001
1223,976501400.0000001
1224,976501400.0000001
1225,976501400.0000001
1226,976501400.0000001
1227,976501400.0000001
1228,976501400.0000001
1229,976501400.0000001
1230,976501400.0000001
1231,976501400.0000001
1232,976501400.0000001
1233,976501400.0000001
1234,976501400.0000001
1235,976501400.0000001
1236,976501400.0000001
1237,976501400.0000001
1238,976501400.0000001
1239,976501400.0000001
1240,976501400.0000001
1241,976501400.0000001
1242,976501400.0000001
1243,976501400.0000001
1244,976501400.0000001
1245,976501400.0000001
1246,976501400.0000001
1247,976501400.0000001
1248,976501400.0000001
1249,976501400.0000001
1250,976501400.0000001
1251,976501400.0000001
1252,976501400.0000001
1253,976501400.0000001
1254,976501400.0000001
1255,976501400.0000001
1256,976501400.0000001
1257,976501400.0000001
1258,976501400.0000001
1259,976501400.0000001
1260,976501400.0000001
1261,976501400.0000001
1262,976501400.0000001
1263,976501400.0000001
1264,976501400.0000001
1265,976501400.0000001
1266,976501400.0000001
1267,976501400.0000001
1268,976501400.0000001
1269,976501400.0000001
1270,976501400.0000001
1271,976501400.0000001
1272,976501400.0000001
1273,976501400.0000001
1274,976501400.0000001
1275,976501400.0000001
1276,976501400.0000001
1277,976501400.0000001
1278,976501400.0000001
1279,976501400.0000001
1280,976501400.0000001
1281,976501400.0000001
1282,976501400.0000001
1283,976501400.0000001
1284,976501400.0000001
1285,976501400.0000001
1286,976501400.0000001
1287,976501400.0000001
1288,976501400.0000001
1289,976501400.0000001
1290,976501400.0000001
1291,976501400.0000001
1292,976501400.0000001
1293,976501400.0000001
1294,976501400.0000001
1295,976501400.0000001
1296,976501400.0000001
1297,976501400.0000001
1298,976501400.0000001
1299,976501400.0000001
1300,976501400.0000001
1301,976501400.0000001
1302,976501400.0000001
1303,976501400.0000001
1304,976501400.0000001
1305,976501400.0000001
1306,976501400.0000001
1307,976501400.0000001
1308,976501400.0000001
1309,976501400.0000001
1310,976501400.0000001
1311,976501400.0000001
1312,976501400.0000001
1313,976501400.0000001
1314,976501400.0000001
1315,976501400.0000001
1316,976501400.0000001
1317,976501400.0000001
1318,976501400.0000001
1319,976501400.0000001
1320,976501400.0000001
1321,976501400.0000001
1322,976501400.0000001
1323,976501400.0000001
1324,976501400.0000001
1325,976501400.0000001
1326,976501400.0000001
1327,976501400.0000001
1328,976501400.0000001
1329,976501400.0000001
1330,976501400.0000001
1331,976501400.0000001
1332,976501400.0000001
1333,976501400.0000001
1334,976501400.0000001
1335,976501400.0000001
1336,976501400.0000001
1337,976501400.0000001
1338,976501400.0000001
1339,976501400.0000001
1340,976501400.0000001
1341,976501400.0000001
1342,976501400.0000001
1343,976501400.0000001
1344,976501400.0000001
1345,976501400.0000001
1346,976501400.0000001
1347,976501400.0000001
1348,976501400.0000001
1349,976501400.0000001
1350,976501400.0000001
1351,976501400.0000001
1352,976501400.0000001
