source_file,page_num,flags,accepted,reason,original_score,best_score,original_avg_confidence,chosen_avg_confidence,original_char_count,chosen_char_count,candidate_count,elapsed_s
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",127,平均置信度偏低,False,candidate_lost_too_much_text,111.1863,79.6073,0.4448,0.4448,4434,4434,4,12.911
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",128,平均置信度偏低,False,candidate_lost_too_much_text,100.8306,88.5192,0.3588,0.3588,8566,8566,4,14.206
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",130,平均置信度偏低,True,quality_improved,72.9265,85.3546,0.4346,0.4819,380,771,4,13.117
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",144,平均置信度偏低,True,quality_improved,74.9334,106.1015,0.4286,0.4293,461,6317,4,10.848
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",160,平均置信度偏低,True,quality_improved,62.2659,105.694,0.4361,0.4364,299,4308,4,17.893
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",168,平均置信度偏低,True,quality_improved,68.1984,113.9247,0.4277,0.4669,345,6534,4,17.351
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",172,平均置信度偏低,True,quality_improved,108.9238,142.6135,0.4189,0.755,6561,12413,4,16.44
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",176,平均置信度偏低,False,candidate_lost_too_much_text,109.0716,90.2512,0.4275,0.4275,6883,6883,4,11.805
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",188,平均置信度偏低,True,quality_improved,55.6209,108.5485,0.4066,0.4169,210,3744,4,8.015
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",196,平均置信度偏低,True,quality_improved,61.4391,107.4387,0.4035,0.4165,366,11256,4,15.431
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",208,平均置信度偏低,True,quality_improved,66.636,110.3031,0.4494,0.4349,248,7211,4,16.46
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",216,平均置信度偏低,True,quality_improved,50.1404,100.7469,0.4268,0.4162,137,1250,4,12.251
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",218,平均置信度偏低,False,quality_not_improved_enough,98.8458,103.7119,0.319,0.319,1726,1726,4,19.415
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",219,平均置信度偏低,False,candidate_lost_too_much_text,102.6739,88.7431,0.3607,0.3607,3249,3249,4,11.575
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",234,平均置信度偏低,True,quality_improved,63.6515,83.312,0.3821,0.4476,331,706,4,14.982
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",235,平均置信度偏低,False,candidate_lost_too_much_text,109.1503,78.444,0.4132,0.4132,3116,3116,4,9.562
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",238,平均置信度偏低,True,quality_improved,50.0453,98.5014,0.4138,0.4111,139,1247,4,15.361
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",244,平均置信度偏低,True,quality_improved,73.6733,97.5116,0.4378,0.3947,589,1258,4,15.841
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",246,平均置信度偏低,True,quality_improved,56.3445,105.6829,0.4158,0.3868,150,8228,4,13.682
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",248,平均置信度偏低,True,quality_improved,76.9774,103.5336,0.3919,0.3818,689,1562,4,21.579
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",270,平均置信度偏低,True,quality_improved,72.9468,125.8663,0.4418,0.5874,410,8402,4,11.683
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",271,平均置信度偏低,True,quality_improved,74.556,86.3441,0.4231,0.4791,409,669,4,13.583
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",272,平均置信度偏低,True,quality_improved,58.7184,109.7911,0.4289,0.4204,151,2497,4,18.785
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",278,平均置信度偏低,True,quality_improved,54.0827,111.5323,0.4392,0.4965,165,14181,4,13.14
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",286,平均置信度偏低,True,quality_improved,70.9126,113.8897,0.4273,0.4796,317,12573,4,15.361
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",289,平均置信度偏低,True,quality_improved,56.7815,100.0742,0.357,0.3893,230,1327,4,18.7
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",290,平均置信度偏低,True,quality_improved,90.6043,105.6254,0.3622,0.4155,1100,7662,4,17.446
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",292,平均置信度偏低,True,quality_improved,87.7407,102.7943,0.3419,0.3607,1065,2443,4,23.889
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",293,平均置信度偏低,False,quality_not_improved_enough,104.4791,102.3616,0.375,0.375,5509,5509,4,13.963
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",294,平均置信度偏低,False,quality_not_improved_enough,102.7379,103.0804,0.3578,0.3578,2649,2649,4,18.786
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",296,平均置信度偏低,True,quality_improved,66.1907,76.079,0.4009,0.4671,371,596,4,10.482
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",298,平均置信度偏低,True,quality_improved,77.4092,100.6214,0.3812,0.3675,633,1457,4,20.095
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",299,平均置信度偏低,True,quality_improved,82.7766,107.4648,0.4227,0.411,707,5203,4,19.62
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",300,平均置信度偏低,True,quality_improved,68.6588,106.7378,0.36,0.3983,509,10320,4,21.464
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",304,平均置信度偏低,False,quality_not_improved_enough,98.3439,103.643,0.4059,0.4059,1124,1124,4,23.641
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",315,平均置信度偏低,True,quality_improved,74.2314,107.2659,0.3824,0.4083,694,5419,4,13.572
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",316,平均置信度偏低,True,quality_improved,44.6315,103.5502,0.3373,0.4274,151,4713,4,11.346
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",318,平均置信度偏低,True,quality_improved,77.3248,100.258,0.4186,0.4417,624,1202,4,15.859
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",320,平均置信度偏低,False,quality_not_improved_enough,108.0529,98.6975,0.4151,0.4151,7828,7828,4,19.4
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",322,平均置信度偏低,True,quality_improved,95.6588,104.6228,0.3653,0.3793,1189,10245,4,20.618
"燃气蒸汽轮机动力装置热工基础 (清华大学燃气轮机教研组) (z-library.sk, 1lib.sk, z-lib.sk).pdf",323,平均置信度偏低,True,quality_improved,85.0346,105.5826,0.3782,0.3842,936,1671,4,17.593
