row_index,WTUR.CTim.Wt.F32.WindLow
1785,5154.53
1786,5154.53
1787,5154.53
1788,5154.53
1789,5154.53
1790,5154.53
1791,5154.53
1792,5154.53
1793,5154.53
1794,5154.53
1795,5154.53
1796,5154.53
1797,5154.53
1798,5154.53
1799,5154.53
1800,5154.53
1801,5154.53
1802,5154.53
1803,5154.53
1804,5154.53
1805,5154.53
1806,5154.53
1807,5154.53
1808,5154.53
1809,5154.53
1810,5154.53
1811,5154.53
1812,5154.53
1813,5154.53
1814,5154.53
1815,5154.53
1816,5154.53
1817,5154.53
1818,5154.53
1819,5154.53
1820,5154.53
1821,5154.53
1822,5154.53
1823,5154.53
1824,5154.53
1825,5154.53
1826,5154.53
1827,5154.53
1828,5154.53
1829,5154.53
1830,5154.53
1831,5154.53
1832,5154.53
1833,5154.53
1834,5154.53
1835,5154.53
1836,5154.53
1837,5154.53
1838,5154.53
1839,5154.53
1840,5154.53
1841,5154.53
1842,5154.53
1843,5154.53
1844,5154.53
1845,5154.53
1846,5154.53
1847,5154.53
1848,5154.53
1849,5154.53
1850,5154.53
1851,5154.53
1852,5154.53
