row_index,WTUR.environment_ok_h
1508,44280.57
1509,44280.58
1510,44280.58
1511,44280.58
1512,44280.58
1513,44280.58
1514,44280.58
1515,44280.58
1516,44280.59
1517,44280.59
1518,44280.59
1519,44280.59
1520,44280.6
1521,44280.6
1522,44280.6
1523,44280.6
1524,44280.6
1525,44280.6
1526,44280.61
1527,44280.61
1528,44280.61
1529,44280.61
1530,44280.62
1531,44280.62
1532,44280.62
1533,44280.62
1534,44280.62
1535,44280.63
1536,44280.63
1537,44280.63
1538,44280.63
1539,44280.64
1540,44280.64
1541,44280.64
1542,44280.64
1543,44280.64
1544,44280.64
1545,44280.65
1546,44280.65
1547,44280.65
1548,44280.65
1549,44280.66
1550,44280.66
1551,44280.66
1552,44280.66
1553,44280.66
1554,44280.66
1555,44280.67
1556,44280.67
1557,44280.67
1558,44280.67
1559,44280.67
1560,44280.67
1561,44280.68
1562,44280.68
1563,44280.68
1564,44280.68
1565,44280.69
1566,44280.69
1567,44280.69
1568,44280.69
1569,44280.69
1570,44280.69
1571,44280.7
1572,44280.7
1573,44280.7
1574,44280.71
1575,44280.71
1576,44280.71
1577,44280.71
1578,44280.71
1579,44280.71
1580,44280.72
1581,44280.72
1582,44280.72
1583,44280.72
1584,44280.73
1585,44280.73
1586,44280.73
1587,44280.73
1588,44280.73
1589,44280.73
1590,44280.74
1591,44280.74
1592,44280.74
1593,44280.74
1594,44280.75
1595,44280.75
1596,44280.75
1597,44280.75
1598,44280.75
1599,44280.75
1600,44280.75
1601,44280.76
1602,44280.76
1603,44280.76
1604,44280.76
1605,44280.76
1606,44280.77
1607,44280.77
1608,44280.77
1609,44280.77
1610,44280.78
1611,44280.78
1612,44280.78
1613,44280.78
1614,44280.78
1615,44280.78
1616,44280.79
1617,44280.79
1618,44280.79
1619,44280.79
1620,44280.8
1621,44280.8
1622,44280.8
1623,44280.8
1624,44280.8
1625,44280.8
1626,44280.81
1627,44280.81
1628,44280.81
1629,44280.81
1630,44280.82
1631,44280.82
1632,44280.82
1633,44280.82
1634,44280.82
1635,44280.82
1636,44280.83
1637,44280.83
1638,44280.83
1639,44280.83
1640,44280.83
1641,44280.83
1642,44280.84
1643,44280.84
1644,44280.84
1645,44280.85
1646,44280.85
1647,44280.85
1648,44280.85
1649,44280.85
1650,44280.85
1651,44280.86
1652,44280.86
1653,44280.86
1654,44280.86
1655,44280.87
1656,44280.87
1657,44280.87
1658,44280.87
1659,44280.87
1660,44280.87
1661,44280.88
1662,44280.88
1663,44280.88
1664,44280.88
1665,44280.89
1666,44280.89
1667,44280.89
1668,44280.89
1669,44280.89
1670,44280.89
1671,44280.9
1672,44280.9
1673,44280.9
1674,44280.9
1675,44280.91
1676,44280.91
1677,44280.91
1678,44280.91
1679,44280.91
1680,44280.91
1681,44280.92
1682,44280.92
1683,44280.92
1684,44280.92
1685,44280.92
1686,44280.92
1687,44280.92
1688,44280.93
1689,44280.93
1690,44280.93
1691,44280.93
1692,44280.94
1693,44280.94
1694,44280.94
1695,44280.94
1696,44280.94
1697,44280.94
1698,44280.95
1699,44280.95
1700,44280.95
1701,44280.96
1702,44280.96
1703,44280.96
1704,44280.96
1705,44280.96
1706,44280.96
1707,44280.97
1708,44280.97
1709,44280.97
1710,44280.97
1711,44280.98
1712,44280.98
1713,44280.98
1714,44280.98
1715,44280.98
1716,44280.98
1717,44280.99
1718,44280.99
1719,44280.99
1720,44280.99
1721,44281.0
1722,44281.0
1723,44281.0
1724,44281.0
1725,44281.0
1726,44281.0
1727,44281.01
1728,44281.01
1729,44281.01
1730,44281.01
1731,44281.01
1732,44281.01
1733,44281.02
1734,44281.02
1735,44281.02
1736,44281.03
1737,44281.03
1738,44281.03
1739,44281.03
1740,44281.03
1741,44281.03
1742,44281.04
1743,44281.04
1744,44281.04
1745,44281.04
1746,44281.05
1747,44281.05
1748,44281.05
1749,44281.05
1750,44281.05
1751,44281.05
1752,44281.06
1753,44281.06
1754,44281.06
1755,44281.06
1756,44281.07
1757,44281.07
1758,44281.07
1759,44281.07
1760,44281.07
1761,44281.07
1762,44281.08
1763,44281.08
1764,44281.08
1765,44281.08
1766,44281.08
1767,44281.08
1768,44281.08
1769,44281.09
1770,44281.09
1771,44281.09
1772,44281.1
1773,44281.1
1774,44281.1
1775,44281.1
1776,44281.1
1777,44281.1
1778,44281.11
1779,44281.11
1780,44281.11
1781,44281.11
1782,44281.12
1783,44281.12
1784,44281.12
1785,44281.12
1786,44281.12
1787,44281.12
1788,44281.13
1789,44281.13
1790,44281.13
1791,44281.13
1792,44281.14
1793,44281.14
1794,44281.14
1795,44281.14
1796,44281.14
1797,44281.14
1798,44281.15
1799,44281.15
1800,44281.15
1801,44281.15
1802,44281.16
1803,44281.16
1804,44281.16
1805,44281.16
1806,44281.16
1807,44281.17
1808,44281.17
1809,44281.17
1810,44281.17
1811,44281.17
1812,44281.17
1813,44281.18
1814,44281.18
1815,44281.18
1816,44281.18
1817,44281.19
1818,44281.19
1819,44281.19
1820,44281.19
1821,44281.19
1822,44281.19
1823,44281.2
1824,44281.2
1825,44281.2
1826,44281.2
1827,44281.21
1828,44281.21
1829,44281.21
1830,44281.21
1831,44281.21
1832,44281.21
1833,44281.22
1834,44281.22
1835,44281.22
1836,44281.22
1837,44281.23
1838,44281.23
1839,44281.23
1840,44281.23
1841,44281.23
1842,44281.24
1843,44281.24
1844,44281.24
1845,44281.24
1846,44281.25
1847,44281.25
1848,44281.25
1849,44281.25
1850,44281.25
1851,44281.25
1852,44281.25
1853,44281.26
1854,44281.26
1855,44281.26
1856,44281.26
1857,44281.26
