row_index,WGEN.Sensor6Tmp
670,12.8
671,12.89
672,13.0
673,13.0
674,12.8
675,12.89
676,12.8
677,13.0
678,12.89
679,13.0
680,12.89
681,13.0
682,12.8
683,13.0
684,12.89
685,13.0
686,12.89
687,12.8
688,13.0
689,13.0
690,12.89
691,13.0
692,12.89
693,13.0
694,13.0
695,12.89
696,12.8
697,12.89
698,12.89
699,13.0
700,13.0
701,13.0
702,12.89
703,13.0
704,13.0
705,13.0
706,13.0
707,12.89
708,13.0
709,13.0
710,13.0
711,13.1
712,13.0
713,13.0
714,13.0
715,13.0
716,13.1
717,13.0
718,13.0
719,13.0
720,13.1
721,13.0
722,13.0
723,13.0
724,13.1
725,13.0
726,13.1
727,13.1
728,13.1
729,13.0
730,13.1
731,13.1
732,13.1
733,13.1
734,13.1
735,13.1
736,13.1
737,13.19
738,13.19
739,13.1
740,13.0
741,13.19
742,13.1
743,13.19
744,13.0
745,13.1
746,13.19
747,13.1
748,13.19
749,13.1
750,13.19
751,13.1
752,13.1
753,13.19
754,13.19
755,13.19
756,13.19
757,13.1
758,13.1
759,13.1
760,13.3
761,13.1
762,13.3
763,13.19
764,13.1
765,13.3
766,13.0
767,13.19
768,13.1
769,13.19
770,13.1
771,13.1
772,13.1
773,13.1
774,13.1
775,13.1
776,13.19
777,13.1
778,13.0
779,13.1
780,13.1
781,13.19
782,13.19
783,13.1
784,13.19
785,13.19
786,13.19
787,13.19
788,13.19
789,13.19
790,13.1
791,13.19
792,13.3
793,13.19
794,13.3
795,13.3
796,13.19
797,13.1
798,13.3
799,13.3
800,13.3
801,13.3
802,13.39
803,13.3
804,13.3
805,13.19
806,13.19
807,13.3
808,13.3
809,13.3
810,13.19
811,13.3
812,13.3
813,13.39
814,13.3
815,13.5
816,13.3
817,13.3
818,13.3
819,13.3
820,13.5
821,13.39
822,13.3
823,13.19
824,13.5
825,13.3
826,13.3
827,13.39
828,13.3
829,13.19
830,13.39
831,13.3
832,13.3
833,13.3
834,13.3
835,13.3
836,13.5
837,13.39
838,13.3
839,13.39
840,13.3
841,13.5
842,13.3
843,13.39
844,13.3
845,13.3
846,13.3
847,13.3
848,13.5
849,13.5
850,13.5
851,13.5
852,13.5
853,13.39
854,13.3
855,13.3
856,13.3
857,13.3
858,13.3
859,13.3
860,13.3
861,13.39
862,13.39
863,13.3
864,13.3
865,13.3
866,13.39
867,13.39
868,13.3
869,13.3
870,13.3
871,13.3
872,13.19
873,13.3
874,13.3
875,13.39
876,13.3
877,13.3
878,13.3
879,13.3
880,13.39
881,13.3
882,13.3
883,13.3
884,13.39
885,13.39
886,13.3
887,13.5
888,13.3
889,13.3
890,13.39
891,13.39
892,13.3
893,13.3
894,13.3
895,13.39
896,13.3
897,13.3
898,13.3
899,13.5
900,13.3
901,13.39
902,13.39
903,13.3
904,13.19
905,13.3
906,13.39
907,13.3
908,13.3
909,13.39
910,13.5
911,13.39
912,13.5
913,13.39
914,13.5
915,13.39
916,13.5
917,13.39
918,13.5
919,13.5
920,13.5
921,13.3
922,13.6
923,13.39
924,13.39
925,13.39
926,13.39
927,13.5
928,13.5
929,13.5
930,13.5
931,13.3
932,13.5
933,13.5
934,13.5
935,13.5
936,13.5
937,13.5
938,13.5
939,13.5
940,13.6
941,13.5
942,13.5
943,13.5
944,13.39
945,13.5
946,13.5
947,13.5
948,13.5
949,13.5
950,13.5
951,13.39
952,13.5
953,13.5
954,13.39
955,13.5
956,13.6
957,13.5
958,13.5
959,13.5
960,13.5
961,13.6
962,13.6
963,13.6
964,13.5
965,13.5
966,13.5
967,13.5
968,13.6
969,13.39
970,13.39
971,13.3
972,13.5
973,13.5
974,13.5
975,13.6
976,13.6
977,13.6
978,13.5
979,13.6
980,13.6
981,13.5
982,13.5
983,13.5
984,13.6
985,13.5
986,13.5
987,13.5
988,13.5
989,13.5
990,13.5
991,13.5
992,13.5
993,13.5
994,13.5
995,13.6
996,13.5
997,13.39
998,13.5
999,13.5
1000,13.3
1001,13.39
1002,13.39
1003,13.5
1004,13.6
1005,13.5
1006,13.5
1007,13.5
1008,13.5
1009,13.5
1010,13.5
1011,13.5
1012,13.5
1013,13.5
1014,13.5
1015,13.39
1016,13.6
1017,13.3
1018,13.5
1019,13.39
1020,13.5
1021,13.6
1022,13.5
1023,13.5
1024,13.5
1025,13.6
1026,13.5
1027,13.5
1028,13.6
1029,13.6
1030,13.5
1031,13.5
1032,13.6
1033,13.5
1034,13.5
1035,13.6
1036,13.6
1037,13.5
1038,13.6
1039,13.6
1040,13.6
1041,13.6
1042,13.6
1043,13.5
1044,13.6
1045,13.5
1046,13.5
1047,13.6
1048,13.5
1049,13.6
1050,13.6
1051,13.6
1052,13.5
1053,13.6
1054,13.6
1055,13.5
1056,13.5
1057,13.6
1058,13.6
1059,13.6
1060,13.6
1061,13.5
1062,13.6
1063,13.6
1064,13.6
1065,13.6
1066,13.5
1067,13.6
1068,13.6
1069,13.6
1070,13.6
1071,13.6
1072,13.6
1073,13.5
1074,13.6
1075,13.6
1076,13.5
1077,13.6
1078,13.5
1079,13.6
1080,13.6
1081,13.5
1082,13.6
1083,13.5
1084,13.6
1085,13.6
1086,13.5
1087,13.5
1088,13.6
1089,13.6
1090,13.6
1091,13.6
1092,13.6
1093,13.6
1094,13.5
1095,13.6
1096,13.6
1097,13.6
1098,13.6
1099,13.6
1100,13.5
1101,13.5
1102,13.6
1103,13.6
1104,13.6
1105,13.5
1106,13.6
1107,13.5
1108,13.6
1109,13.6
1110,13.6
1111,13.6
1112,13.6
1113,13.6
1114,13.6
1115,13.6
1116,13.6
1117,13.69
1118,13.6
1119,13.6
1120,13.6
1121,13.69
1122,13.6
1123,13.6
1124,13.6
1125,13.6
1126,13.6
1127,13.6
1128,13.6
1129,13.6
1130,13.6
1131,13.6
1132,13.6
1133,13.6
1134,13.6
1135,13.6
1136,13.6
1137,13.6
1138,13.6
1139,13.69
1140,13.6
1141,13.6
1142,13.6
1143,13.6
1144,13.6
1145,13.6
1146,13.6
1147,13.6
1148,13.6
1149,13.5
1150,13.6
1151,13.6
1152,13.6
1153,13.5
1154,13.5
1155,13.5
1156,13.6
1157,13.69
1158,13.6
1159,13.6
1160,13.6
1161,13.69
1162,13.6
1163,13.6
1164,13.6
1165,13.6
1166,13.6
1167,13.6
1168,13.6
1169,13.6
1170,13.6
1171,13.6
1172,13.6
1173,13.6
1174,13.6
1175,13.6
1176,13.69
1177,13.6
1178,13.6
1179,13.6
1180,13.6
1181,13.8
1182,13.6
1183,13.6
1184,13.6
1185,13.69
1186,13.69
1187,13.6
1188,13.6
1189,13.6
1190,13.8
1191,13.6
1192,13.6
1193,13.6
1194,13.6
1195,13.69
1196,13.6
1197,13.6
1198,13.6
1199,13.6
1200,13.69
1201,13.6
1202,13.69
1203,13.69
1204,13.69
1205,13.6
1206,13.6
1207,13.5
1208,13.6
1209,13.69
1210,13.6
1211,13.6
1212,13.6
1213,13.6
1214,13.69
1215,13.6
1216,13.6
1217,13.6
1218,13.6
1219,13.6
1220,13.6
1221,13.6
1222,13.6
1223,13.6
1224,13.69
1225,13.5
1226,13.6
1227,13.8
1228,13.6
1229,13.6
1230,13.6
1231,13.6
1232,13.6
1233,13.6
1234,13.6
1235,13.6
1236,13.69
1237,13.6
1238,13.69
1239,13.6
1240,13.69
1241,13.6
1242,13.69
1243,13.6
1244,13.69
1245,13.6
1246,13.69
1247,13.6
1248,13.69
1249,13.69
1250,13.69
1251,13.6
1252,13.6
1253,13.69
1254,13.69
1255,13.69
1256,13.69
1257,13.6
1258,13.69
1259,13.6
1260,13.6
1261,13.69
1262,13.6
1263,13.6
1264,13.6
1265,13.6
1266,13.6
1267,13.6
1268,13.6
1269,13.6
1270,13.69
1271,13.69
1272,13.69
1273,13.6
1274,13.6
1275,13.6
1276,13.8
1277,13.8
1278,13.69
1279,13.69
1280,13.69
1281,13.69
1282,13.6
1283,13.8
1284,13.6
1285,13.6
1286,13.8
1287,13.6
1288,13.69
1289,13.69
1290,13.6
1291,13.6
1292,13.8
1293,13.8
1294,13.6
1295,13.69
1296,13.69
1297,13.69
1298,13.8
1299,13.8
1300,13.6
1301,13.8
1302,13.8
1303,13.8
1304,13.69
1305,13.69
1306,13.6
1307,13.8
1308,13.6
1309,13.69
1310,13.69
1311,13.8
1312,13.69
1313,13.69
1314,13.69
1315,13.6
1316,13.8
1317,13.8
1318,13.6
1319,13.6
1320,13.6
1321,13.6
1322,13.6
1323,13.8
1324,13.69
1325,13.69
1326,13.6
1327,13.69
1328,13.6
1329,13.6
1330,13.8
1331,13.6
1332,13.6
1333,13.6
1334,13.6
1335,13.6
1336,13.6
1337,13.8
1338,13.6
1339,13.6
1340,13.6
1341,13.6
1342,13.6
1343,13.6
1344,13.6
1345,13.6
1346,13.6
1347,13.6
1348,13.6
1349,13.6
1350,13.6
1351,13.6
1352,13.5
1353,13.6
1354,13.6
1355,13.6
1356,13.6
1357,13.6
1358,13.6
1359,13.6
1360,13.6
1361,13.6
1362,13.6
1363,13.6
1364,13.6
1365,13.6
1366,13.6
1367,13.5
1368,13.69
1369,13.6
1370,13.5
1371,13.5
1372,13.5
1373,13.5
1374,13.5
1375,13.5
1376,13.5
1377,13.5
1378,13.6
1379,13.6
1380,13.6
1381,13.5
1382,13.5
1383,13.5
1384,13.5
1385,13.5
1386,13.5
1387,13.6
1388,13.6
1389,13.5
1390,13.6
1391,13.5
1392,13.5
1393,13.5
1394,13.6
1395,13.5
1396,13.5
1397,13.5
1398,13.39
1399,13.39
1400,13.5
1401,13.5
1402,13.6
1403,13.5
1404,13.5
1405,13.5
1406,13.5
1407,13.5
1408,13.5
1409,13.5
1410,13.5
1411,13.5
1412,13.5
1413,13.3
1414,13.39
1415,13.5
1416,13.39
1417,13.39
1418,13.5
1419,13.5
1420,13.39
1421,13.5
1422,13.5
1423,13.5
1424,13.5
1425,13.5
1426,13.5
1427,13.3
1428,13.5
1429,13.3
1430,13.5
1431,13.39
1432,13.3
1433,13.39
1434,13.5
1435,13.39
1436,13.39
1437,13.5
1438,13.5
1439,13.3
1440,13.5
1441,13.39
1442,13.3
1443,13.5
1444,13.5
1445,13.39
1446,13.39
1447,13.39
1448,13.39
1449,13.5
1450,13.3
1451,13.39
1452,13.5
1453,13.39
1454,13.5
1455,13.39
1456,13.3
1457,13.3
1458,13.5
1459,13.5
1460,13.39
1461,13.5
1462,13.39
1463,13.5
1464,13.5
1465,13.39
1466,13.3
1467,13.5
1468,13.3
1469,13.3
1470,13.39
1471,13.39
1472,13.39
1473,13.3
1474,13.5
1475,13.39
1476,13.3
1477,13.3
1478,13.5
1479,13.3
1480,13.39
1481,13.39
1482,13.5
1483,13.5
1484,13.5
1485,13.39
1486,13.3
1487,13.3
1488,13.3
1489,13.3
1490,13.39
1491,13.5
1492,13.39
1493,13.39
1494,13.5
1495,13.5
1496,13.3
1497,13.5
1498,13.5
1499,13.39
1500,13.5
1501,13.3
1502,13.3
1503,13.3
1504,13.39
1505,13.3
1506,13.39
1507,13.39
1508,13.3
1509,13.19
1510,13.39
1511,13.3
1512,13.3
1513,13.39
1514,13.3
1515,13.39
1516,13.39
1517,13.3
1518,13.3
1519,13.3
1520,13.3
1521,13.5
1522,13.5
1523,13.39
1524,13.3
1525,13.3
1526,13.3
1527,13.3
1528,13.3
1529,13.39
1530,13.39
1531,13.39
1532,13.39
1533,13.3
1534,13.39
1535,13.3
1536,13.3
1537,13.3
1538,13.39
1539,13.3
1540,13.3
1541,13.19
1542,13.3
1543,13.3
1544,13.3
1545,13.3
1546,13.3
1547,13.3
1548,13.3
1549,13.3
1550,13.3
1551,13.39
1552,13.3
1553,13.3
1554,13.39
1555,13.3
1556,13.3
1557,13.39
1558,13.39
1559,13.3
1560,13.3
1561,13.3
1562,13.3
1563,13.3
1564,13.3
1565,13.39
1566,13.3
1567,13.19
1568,13.3
1569,13.39
1570,13.3
1571,13.3
1572,13.3
1573,13.3
1574,13.3
1575,13.3
1576,13.3
1577,13.19
1578,13.19
1579,13.3
1580,13.3
1581,13.3
1582,13.19
1583,13.19
1584,13.3
1585,13.3
1586,13.39
1587,13.1
1588,13.3
1589,13.19
1590,13.19
1591,13.19
1592,13.3
1593,13.19
1594,13.3
1595,13.3
1596,13.3
1597,13.3
1598,13.19
1599,13.3
1600,13.19
1601,13.3
1602,13.3
1603,13.3
1604,13.3
1605,13.19
1606,13.3
1607,13.19
1608,13.19
1609,13.19
1610,13.3
1611,13.3
1612,13.19
1613,13.19
1614,13.3
1615,13.19
1616,13.3
1617,13.1
1618,13.19
1619,13.19
1620,13.19
1621,13.3
1622,13.3
1623,13.19
1624,13.19
1625,13.19
1626,13.3
1627,13.3
1628,13.3
1629,13.19
1630,13.3
1631,13.3
1632,13.19
1633,13.3
1634,13.1
1635,13.19
1636,13.19
1637,13.19
1638,13.19
1639,13.3
1640,13.1
1641,13.3
1642,13.19
1643,13.19
1644,13.19
1645,13.1
1646,13.1
1647,13.19
1648,13.1
1649,13.1
1650,13.1
1651,13.19
1652,13.1
1653,13.1
1654,13.1
1655,13.1
1656,13.1
1657,13.1
1658,13.1
1659,13.1
1660,13.1
1661,13.1
1662,13.1
1663,13.19
1664,13.1
1665,13.1
1666,13.1
1667,13.1
1668,13.1
1669,13.1
1670,13.1
1671,13.1
1672,13.1
1673,13.1
1674,13.1
1675,13.19
1676,13.1
1677,13.1
1678,13.1
1679,13.0
1680,13.1
1681,13.1
1682,13.1
1683,13.1
1684,13.1
1685,13.1
1686,13.1
1687,13.0
1688,13.1
1689,13.1
1690,13.1
1691,13.1
1692,13.0
1693,13.1
1694,13.0
1695,13.1
1696,13.1
1697,13.1
1698,13.1
1699,13.0
1700,13.1
1701,13.1
1702,13.0
1703,13.0
1704,13.1
1705,13.0
1706,13.1
1707,13.0
1708,13.1
1709,13.1
1710,13.0
1711,13.1
1712,13.1
1713,13.1
1714,13.0
1715,13.1
1716,13.1
1717,13.0
1718,13.0
1719,13.1
1720,13.1
1721,13.1
1722,13.1
1723,13.1
1724,13.1
1725,13.1
1726,13.1
1727,13.0
1728,13.0
1729,13.0
1730,13.1
1731,13.1
1732,13.0
1733,13.0
1734,12.89
1735,13.0
1736,13.1
1737,13.0
1738,13.0
1739,13.0
1740,13.0
1741,13.1
1742,13.1
1743,13.0
1744,13.0
1745,13.1
1746,13.0
1747,13.0
1748,13.0
1749,13.0
1750,13.0
1751,13.0
1752,12.89
1753,12.89
1754,13.0
1755,13.0
1756,13.1
1757,12.89
1758,13.0
1759,13.0
1760,13.0
1761,13.0
1762,13.0
1763,13.0
1764,12.89
1765,13.0
1766,13.0
1767,12.89
1768,13.0
1769,13.0
1770,12.8
1771,13.0
1772,13.0
1773,13.0
1774,13.0
1775,13.0
1776,13.0
1777,13.0
1778,13.0
1779,12.89
1780,13.0
1781,13.1
1782,13.0
1783,13.0
1784,12.89
1785,12.89
1786,13.0
1787,13.0
1788,12.89
1789,13.0
1790,12.89
1791,12.89
1792,12.89
1793,12.8
1794,12.8
1795,12.8
1796,13.0
1797,12.89
1798,12.89
1799,12.89
1800,12.89
1801,12.8
1802,12.89
1803,12.8
1804,12.89
1805,12.8
1806,13.0
1807,12.89
1808,12.8
1809,12.8
1810,12.8
1811,12.8
1812,12.8
1813,12.8
1814,12.8
1815,13.0
1816,12.8
1817,12.89
1818,12.8
1819,12.8
1820,12.8
1821,12.8
1822,12.8
1823,12.89
1824,12.8
1825,12.8
1826,12.8
1827,12.69
1828,12.8
1829,12.8
1830,12.8
1831,12.8
1832,12.8
1833,12.8
1834,12.8
1835,12.8
1836,12.69
1837,12.8
1838,12.8
1839,12.8
1840,12.69
1841,12.69
1842,12.69
1843,12.6
1844,12.69
1845,12.69
1846,12.6
1847,12.6
1848,12.69
1849,12.69
1850,12.69
1851,12.6
1852,12.6
1853,12.8
1854,12.69
1855,12.6
1856,12.6
1857,12.69
1858,12.6
1859,12.6
1860,12.6
1861,12.8
1862,12.69
1863,12.69
1864,12.69
1865,12.6
1866,12.5
1867,12.69
1868,12.69
1869,12.6
1870,12.69
1871,12.69
1872,12.6
1873,12.6
1874,12.6
1875,12.6
1876,12.6
1877,12.6
1878,12.6
1879,12.6
1880,12.69
1881,12.6
1882,12.6
1883,12.6
1884,12.6
1885,12.6
1886,12.6
1887,12.6
1888,12.6
1889,12.6
1890,12.6
1891,12.6
1892,12.69
1893,12.6
1894,12.6
1895,12.6
1896,12.6
1897,12.6
1898,12.6
1899,12.6
1900,12.6
1901,12.6
1902,12.6
1903,12.6
1904,12.5
1905,12.5
1906,12.6
1907,12.5
1908,12.6
1909,12.6
1910,12.5
1911,12.6
1912,12.5
1913,12.5
1914,12.6
1915,12.6
1916,12.5
1917,12.6
1918,12.5
1919,12.6
1920,12.5
1921,12.6
1922,12.5
1923,12.6
1924,12.5
1925,12.5
1926,12.5
1927,12.5
1928,12.5
1929,12.5
1930,12.6
1931,12.5
1932,12.5
1933,12.6
1934,12.5
1935,12.5
1936,12.5
1937,12.5
1938,12.5
1939,12.5
1940,12.5
1941,12.6
1942,12.5
1943,12.5
1944,12.5
1945,12.5
1946,12.5
1947,12.5
1948,12.39
1949,12.5
1950,12.6
1951,12.5
1952,12.5
1953,12.5
1954,12.5
1955,12.5
1956,12.5
1957,12.5
1958,12.5
1959,12.5
1960,12.5
1961,12.5
1962,12.5
1963,12.5
1964,12.5
1965,12.5
1966,12.5
1967,12.39
1968,12.5
1969,12.5
1970,12.5
1971,12.5
1972,12.5
1973,12.5
1974,12.5
1975,12.39
1976,12.5
1977,12.39
1978,12.5
1979,12.5
1980,12.39
1981,12.5
1982,12.39
1983,12.5
1984,12.5
1985,12.39
1986,12.5
1987,12.5
1988,12.5
1989,12.5
1990,12.5
1991,12.5
1992,12.5
1993,12.39
1994,12.5
1995,12.3
1996,12.5
1997,12.5
1998,12.5
1999,12.5
2000,12.5
2001,12.5
2002,12.5
2003,12.5
2004,12.5
2005,12.5
2006,12.5
2007,12.5
2008,12.3
2009,12.5
2010,12.5
2011,12.5
2012,12.5
2013,12.5
2014,12.5
2015,12.5
2016,12.5
2017,12.39
2018,12.5
2019,12.5
2020,12.5
2021,12.5
2022,12.39
2023,12.39
2024,12.39
2025,12.5
2026,12.5
2027,12.5
2028,12.5
2029,12.5
2030,12.5
2031,12.5
2032,12.5
2033,12.5
2034,12.3
2035,12.5
2036,12.5
2037,12.5
2038,12.5
2039,12.5
2040,12.5
2041,12.5
2042,12.5
2043,12.5
2044,12.5
2045,12.6
2046,12.5
2047,12.5
2048,12.6
2049,12.39
2050,12.5
2051,12.5
2052,12.5
2053,12.5
2054,12.5
2055,12.5
2056,12.5
2057,12.5
2058,12.5
2059,12.5
2060,12.39
2061,12.5
2062,12.5
2063,12.5
2064,12.5
2065,12.39
2066,12.5
2067,12.5
2068,12.5
2069,12.3
2070,12.5
2071,12.5
2072,12.5
2073,12.5
2074,12.5
2075,12.39
2076,12.5
2077,12.5
2078,12.5
2079,12.5
2080,12.5
2081,12.39
2082,12.5
2083,12.5
2084,12.5
2085,12.5
2086,12.39
2087,12.5
2088,12.5
2089,12.39
2090,12.5
2091,12.3
2092,12.5
2093,12.5
2094,12.39
2095,12.39
2096,12.5
2097,12.5
2098,12.39
2099,12.39
2100,12.39
2101,12.5
2102,12.5
2103,12.5
2104,12.39
2105,12.5
2106,12.39
2107,12.39
2108,12.39
2109,12.5
2110,12.5
2111,12.5
2112,12.5
2113,12.5
2114,12.5
2115,12.5
2116,12.39
2117,12.39
2118,12.5
2119,12.5
2120,12.5
2121,12.39
2122,12.39
2123,12.5
2124,12.39
2125,12.3
2126,12.39
2127,12.39
2128,12.5
2129,12.5
2130,12.39
2131,12.5
2132,12.5
2133,12.3
2134,12.39
2135,12.39
2136,12.5
2137,12.39
